Source,Target
Trees,Comedy
Trees,Tragedy
Trees,Comedy
Trees,Comedy
Trees,Comedy
Trees,Comedy
Trees,Comedy
Trees,Tragedy
Trees,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Comedy
Fruits,Tragedy
Fruits,Tragedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Tragedy
Vegetables,Tragedy
Vegetables,Comedy
Vegetables,Tragedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Tragedy
Vegetables,Tragedy
Vegetables,Comedy
Vegetables,Comedy
Vegetables,Tragedy
Vegetables,Comedy
Herbs,Comedy
Herbs,Comedy
Herbs,Comedy
Herbs,Comedy
Herbs,Comedy
Herbs,Comedy
Herbs,Tragedy
Herbs,Comedy
Herbs,Tragedy
Herbs,Comedy
Herbs,Tragedy
Herbs,Tragedy
Herbs,Tragedy
Herbs,Tragedy
Herbs,Tragedy
Herbs,Tragedy
Herbs,Comedy
Herbs,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Comedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Spices And Medicines,Tragedy
Grain,Comedy
Grain,Comedy
Grain,Tragedy
Grain,Tragedy
Grain,Tragedy
Grain,Tragedy
Grain,Tragedy
Grain,Comedy
Grain,Tragedy
Grain,Comedy
Grain,Comedy
Grain,Tragedy
Grain,Tragedy
Grain,Tragedy
Grain,Tragedy
Grain,Comedy
Grain,Comedy
Grain,Comedy
Grain,Tragedy
Grain,Comedy
Grain,Comedy
Grain,Comedy
Grain,Comedy
Grain,Comedy
Grain,Comedy
Grain,Tragedy
Grain,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Tragedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Comedy
Birds,Tragedy
Birds,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Tragedy
Animals,Tragedy
Animals,Comedy
Animals,Comedy
Animals,Comedy
Animals,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Comedy
Fish,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Tragedy
Fish,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Tragedy
Fish,Tragedy
Fish,Comedy
Fish,Comedy
Fish,Tragedy
Fish,Comedy
Fish,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Comedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Tragedy
Reptiles,Comedy
Reptiles,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Tragedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Comedy
Insects,Tragedy
Insects,Tragedy
