Source,Target
Trees,Arviragus
Trees,Saturninus
Trees,Juliet
Trees,Menenius
Trees,Amiens
Trees,Tamora
Trees,Ceres
Trees,Timon
Trees,Lear
Trees,Prospero
Trees,Shepherd
Trees,Adriana
Trees,Helena
Trees,Rosalind
Trees,Edgar
Trees,Nathaniel
Trees,Celia
Trees,Ariel
Trees,Rosalind
Trees,Helena
Trees,Timon
Trees,Gonzalo
Fruits,Iago
Fruits,Titania
Fruits,Titania
Fruits,Touchstone
Fruits,Lafeu
Fruits,Iago
Fruits,Menenius
Fruits,First Guard
Fruits,Falstaff
Fruits,Parolles
Fruits,Sebastian
Fruits,TT_Antonio
Fruits,Evans
Fruits,Malvolio
Fruits,MV_Antonio
Fruits,Biondello
Fruits,Petruchio
Fruits,Fool
Fruits,Nurse
Fruits,Beatrice
Fruits,MAAN_Claudio
Fruits,Menenius
Fruits,Biron
Fruits,AMND_Demetrius
Fruits,Helena
Fruits,Gower
Fruits,Titania
Fruits,Volumnia
Fruits,Touchstone
Fruits,Rosalind
Fruits,Timon
Fruits,Apemantus
Fruits,Mercutio
Fruits,Thersites
Fruits,Petruchio
Fruits,Katharine
Fruits,Petruchio
Fruits,Fool
Fruits,Pistol
Fruits,Titania
Fruits,Thersites
Fruits,Hamlet
Fruits,Mercutio
Fruits,Ford
Fruits,Haberdasher
Fruits,Petruchio
Fruits,Mercutio
Fruits,Petruchio
Fruits,First Witch
Fruits,Slender
Fruits,Pompey (Measure for Measure)
Fruits,TWT_Clown
Fruits,TWT_Clown
Fruits,TWT_Clown
Fruits,TWT_Clown
Fruits,Prospero
Fruits,Puck
Fruits,Celia
Fruits,Caliban
Fruits,Caliban
Fruits,First Bandit
Fruits,AC_Caesar
Vegetables,Falstaff
Vegetables,Falstaff
Vegetables,Anne
Vegetables,Biondello
Vegetables,Touchstone
Vegetables,Malvolio
Vegetables,Fool
Vegetables,Iago
Vegetables,Prospero
Vegetables,Edgar
Vegetables,Bottom
Vegetables,Lord
Vegetables,Lafeu
Vegetables,Enobarbus
Vegetables,Enobarbus
Vegetables,Bottom
Vegetables,Dorcas
Vegetables,Menenius
Vegetables,Thisbe
Herbs,Dumain
Herbs,Perdita
Herbs,Perdita
Herbs,Perdita
Herbs,Lafeu
Herbs,AWTEW_Clown
Herbs,Edgar
Herbs,Perdita
Herbs,Ophelia
Herbs,Perdita
Herbs,Ophelia
Herbs,Nurse
Herbs,Friar
Herbs,Edgar
Herbs,Ophelia
Herbs,Iago
Herbs,Oberon
Herbs,Anne
Spices And Medicines,Dumain
Spices And Medicines,TWT_Clown
Spices And Medicines,Longaville
Spices And Medicines,TWT_Costard
Spices And Medicines,TWT_Clown
Spices And Medicines,TWT_Clown
Spices And Medicines,TWT_Clown
Spices And Medicines,Ford
Spices And Medicines,Sir Andrew
Spices And Medicines,Mustard
Spices And Medicines,Bottom
Spices And Medicines,Touchstone
Spices And Medicines,Rosalind
Spices And Medicines,Rosalind
Spices And Medicines,Touchstone
Spices And Medicines,Macbeth
Spices And Medicines,Iago
Spices And Medicines,Cleopatra
Spices And Medicines,Ghost
Spices And Medicines,Othello
Spices And Medicines,Poet
Spices And Medicines,Hamlet
Spices And Medicines,Iago
Grain,Gonzalo
Grain,MFM_Duke
Grain,Menenius
Grain,Marcius
Grain,First Citizen
Grain,C_Brutus
Grain,Coriolanus
Grain,Pericles
Grain,Macbeth
Grain,Iris
Grain,Helena
Grain,Pompey (Antony and Cleopatra)
Grain,Pandarus
Grain,Hamlet
Grain,Edgar
Grain,Iris
Grain,Bottom
Grain,Grumio
Grain,Officer
Grain,Iris
Grain,Iris
Grain,Iris
Grain,Bottom
Grain,Biron
Grain,Sir Toby
Grain,Third Servant
Grain,Clown
Birds,Enobarbus
Birds,Iris
Birds,Dromio
Birds,Thersites
Birds,Dromio
Birds,Benedick
Birds,Rosalind
Birds,Salarino
Birds,Lorenzo
Birds,Cassius
Birds,Enobarbus
Birds,Coriolanus
Birds,Poet
Birds,Nurse
Birds,Cleon
Birds,Soothsayer
Birds,Lear
Birds,Petruchio
Birds,Isabella
Birds,Pandarus
Birds,Old Man
Birds,Page
Birds,Lord
Birds,Hero
Birds,Viola
Birds,Petruchio
Birds,Hortensio
Birds,Othello
Birds,Rosencrantz
Birds,Mrs Page
Birds,Mrs. Ford
Birds,Sir Toby
Birds,Imogen
Birds,Ariel
Birds,Ajax
Birds,Ophelia
Birds,Arvigarus
Birds,Lady Macbeth
Birds,Puck
Birds,Edgar
Birds,AMND_Demetrius
Birds,Paulina
Birds,Troilus
Birds,Second Captain
Birds,Coriolanus
Birds,Macbeth
Birds,Caliban
Birds,Juliet
Birds,Iachimo
Birds,Othello
Birds,Lady Macbeth
Birds,Macbeth
Birds,Antigonus
Birds,AC_Antony
Birds,Coriolanus
Birds,Macbeth
Birds,Pandarus
Birds,Iago
Birds,Third Servant
Birds,Caliban
Birds,Mrs. Ford
Birds,Petruchio
Birds,TWT_Clown
Birds,Shepherd
Birds,Beatrice
Birds,Thersites
Birds,MAAN_Claudio
Birds,Fabian
Birds,Clown (Feste)
Birds,Grumio
Birds,AWTEW_First Lord
Birds,Biron
Birds,Polonius
Birds,Laertes
Birds,Celia
Birds,Salarino
Birds,Bottom
Birds,Old Gobbo
Birds,Petruchio
Birds,Paris
Birds,Romeo
Birds,Valentine
Birds,Valentine
Birds,Bottom
Birds,Portia
Birds,Lord
Birds,Petruchio
Birds,Juliet
Birds,Edgar
Birds,Helena
Birds,Portia
Birds,Autolycus
Birds,Romeo
Birds,Juliet
Birds,Edgar
Birds,Musicians (Song)
Birds,Speed
Birds,Arviragus
Birds,Bottom
Birds,Autolycus
Birds,Portia
Birds,Bottom
Birds,Pistol
Birds,Bottom
Birds,Lorenzo
Birds,Portia
Birds,Pompey (Antony and Cleopatra)
Birds,Adriana
Birds,Hero
Birds,Horatio
Birds,Bottom
Birds,Perdita
Birds,Scarus
Birds,Second Lord (Timon of Athens)
Birds,Titus
Birds,Banquo
Birds,Fool
Birds,Ceres
Birds,Iris
Birds,Lucio
Birds,Adam
Birds,Hamlet
Birds,Thersites
Birds,Pandarus
Birds,Duncan
Birds,Bottom
Birds,Sir Toby
Birds,Dionyza
Birds,Lady Macduff
Birds,Celia
Birds,Portia
Birds,AC_Antony
Birds,Emilia
Birds,Benvolio
Birds,Imogen
Birds,Aaron
Birds,Aufidius
Birds,Hamlet
Birds,Laertes
Birds,Senator
Birds,Caliban
Birds,Scarus
Birds,Bottom
Birds,TN_Clown
Birds,Puck
Birds,Jaques
Birds,Launce
Birds,Slender
Birds,Biron
Birds,Mercutio
Birds,Romeo
Birds,Mercutio
Birds,Mercutio
Birds,Romeo
Birds,Mercutio
Birds,Romeo
Birds,Coriolanus
Birds,Stephano
Birds,Trinculo
Birds,Stephano
Birds,Gower
Birds,Fabian
Birds,Ariel
Birds,Speed
Birds,Oberon
Birds,Jaques
Birds,Katharine
Birds,Katharine
Birds,Horatio
Birds,Marcellus
Birds,Porter
Birds,Volumnia
Birds,Prospero
Birds,Pandarus
Birds,Cressida
Birds,All Servants
Birds,Fool
Birds,Posthumus
Birds,Macduff
Birds,Dromio E.
Birds,Dromio S. (within)
Birds,Antipholus E.
Birds,Dromio E.
Birds,Isabella
Birds,Iachimo
Birds,Marcus
Animals,Puck
Animals,Benedick
Animals,Orlando
Animals,Portia
Animals,Dion
Animals,Grumio
Animals,Calphurnia
Animals,AC_Antony
Animals,Thersites
Animals,Marcius (Coriolanus)
Animals,Second Servant
Animals,Hamlet
Animals,Mercutio
Animals,Fool
Animals,Lear
Animals,Lear
Animals,Macbeth
Animals,Ariel
Animals,Launce
Animals,Launce
Animals,Launce
Animals,Proteus
Animals,Launce
Animals,Proteus
Animals,Launce
Animals,Proteus
Animals,Launce
Animals,Slender
Animals,Slender
Animals,Theseus
Animals,Hippolyta
Animals,Theseus
Animals,Beatrice
Animals,Benedick (aside)
Animals,Clown
Animals,Fabian
Animals,Celia
Animals,Rosalind
Animals,Gratiano
Animals,Lord
Animals,First Huntsman
Animals,Lord
Animals,JC_Brutus
Animals,JC_Brutus
Animals,Nestor
Animals,Thersites
Animals,Othello
Animals,Marcius
Animals,Third Servant
Animals,Timon
Animals,Fool
Animals,Lear
Animals,Edgar
Animals,Lear
Animals,Gloster
Animals,Lear
Animals,Cornelia
Animals,Cornelius
Animals,Cornelius
Animals,First Murderer
Animals,Adriana
Animals,Bottom
Animals,Titania
Animals,Conrade
Animals,Dogberry
Animals,Katharine
Animals,JC_Antony
Animals,Iago
Animals,Menenius
Animals,Second Lord (Timon of Athens)
Animals,Timon
Animals,Polonius
Animals,Cloten
Animals,Parolles
Animals,Soldier
Animals,C_Brutus
Animals,Sebastian
Animals,Gonzalo
Animals,Don Pedro
Animals,Benedick
Animals,MAAN_Claudio
Animals,Ford
Animals,Touchstone
Animals,Thersites
Animals,Beatrice
Animals,Touchstone
Animals,Scarus
Animals,Leontes
Animals,Holofernes
Animals,Hamlet
Animals,Florizel
Animals,Iris
Animals,Speed
Animals,Proteus
Animals,Speed
Animals,Proteus
Animals,Speed
Animals,Benedick
Animals,Armado
Animals,Moth
Animals,Shepherd
Animals,Thersites
Animals,Julia
Animals,Messenger
Animals,TN_Duke
Animals,Gremio
Animals,Falstaff
Animals,Touchstone
Animals,Shylock
Animals,Arviragus
Animals,Aaron
Animals,Dromio E.
Animals,Shylock
Animals,Mercutio
Animals,Aaron
Animals,Launcelot
Animals,Edgar
Animals,Petruchio
Animals,Falstaff
Animals,AYLI_First Lord
Animals,AC_Caesar
Animals,Lavinia
Animals,Touchstone
Animals,Mrs. Ford
Animals,Holofernes
Animals,AYLI_Duke
Animals,Second Lord (As You Like It)
Animals,JC_Antony
Animals,Cloten
Animals,Rosse
Animals,Pandarus
Animals,TA_Demetrius
Animals,Orlando
Animals,Posthumus
Animals,Princess
Animals,First Servant
Animals,Ford
Animals,Pompey (Measure for Measure)
Animals,Lysander
Animals,AMND_Demetrius
Animals,Theseus
Animals,Moth
Animals,Cressida
Animals,Marcius
Animals,Timon
Animals,Fool
Animals,Cressida
Animals,Aufidius
Animals,Soldier
Animals,Moth
Animals,Biondello
Animals,Orlando
Animals,Rosalind
Animals,Third Servant
Animals,Titania
Animals,Mercutio
Animals,Caliban
Animals,Autolycus
Animals,Hamlet
Animals,Pericles
Animals,Jaques
Animals,Hamlet
Animals,Polonius
Animals,Pisanio
Animals,JC_Brutus
Animals,Caliban
Animals,First Fairy
Animals,Second Witch
Animals,TT_Antonio
Animals,Claud
Animals,Touchstone
Animals,Thersites
Animals,Iago
Animals,Marcius
Animals,Hamlet
Animals,Benvolio
Animals,Mercutio
Animals,Gower
Animals,Edgar
Animals,Lady M
Animals,First Witch
Animals,Shylock
Animals,Prospero
Animals,Shallow
Animals,MFM_Claudio
Animals,Rosalind
Animals,Shylock
Animals,Menenius
Animals,Marcius
Animals,H_Queen
Animals,Mercutio
Animals,Tybalt
Animals,Kent
Animals,Cornelius
Animals,First Witch
Animals,Lucio
Animals,Lion
Animals,Puck
Animals,Francisco
Animals,Bernardo
Animals,Mercutio
Animals,Romeo
Animals,Edgar
Animals,Edgar
Animals,Decius
Animals,Alexander
Animals,Cressida
Animals,Alexander
Animals,Ulysses
Animals,Cressida
Animals,C_Brutus
Animals,Hamlet
Animals,Polonius
Animals,TT_Antonio
Animals,MFM_Duke
Animals,Quince
Animals,Holofernes
Animals,Holofernes
Animals,Biron
Animals,Biron
Animals,Prince of Morocco
Animals,Jessica
Animals,Petruchio
Animals,Casca
Animals,Enobarbus
Animals,Patrodus
Animals,Hamlet
Animals,Gent
Animals,Posthumus
Animals,Lavinia
Animals,Oliver
Animals,Calphurnia
Animals,Proteus
Animals,Helena
Animals,Nestor
Animals,Troilus
Animals,Menenius
Animals,Timon
Animals,Romeo
Animals,Albany
Animals,Lavinia
Animals,Prospero
Animals,Oberon
Animals,Boyet
Animals,Timon
Animals,Titus
Animals,Marcus
Animals,Aaron
Animals,Rosalind
Animals,Macbeth
Animals,Sebastian
Animals,Decius
Animals,Timon
Animals,Dromio S.
Animals,Slender
Animals,Slender
Animals,Oberon
Animals,MAAN_Claudio
Animals,Prince of Morocco
Animals,TWT_Clown
Animals,TWT_Clown
Animals,AC_Antony
Animals,Alexander
Animals,Othello
Animals,C_Brutus
Animals,Menenius
Animals,Timon
Animals,Juliet
Animals,Fool
Animals,Don Pedro
Animals,Gratiano
Animals,Antigonus
Animals,Cassius
Animals,Ulysses
Animals,Menenius
Animals,Lear
Animals,Fool
Animals,Arviragus
Animals,Macbeth
Animals,Ajax
Animals,Ghost
Animals,Oberon
Animals,Rosalind
Animals,Tubal
Animals,Shylock
Animals,Fool
Animals,Iachimo
Animals,Caliban
Animals,Isabel
Animals,Beatrice
Animals,Claud
Animals,Claud
Animals,Jaques
Animals,Rosalind
Animals,JC_Antony
Animals,Marcius
Animals,Hamlet
Animals,Hamlet
Animals,Falstaff
Animals,Iago
Animals,2nd Witch
Animals,Caliban
Animals,Quickly
Animals,AWTEW_Clown
Animals,Thersites
Fish,3rd Fisher
Fish,Maria
Fish,Iago
Fish,Caius
Fish,Sir Toby
Fish,Thersitcs
Fish,Mercutio
Fish,TN_Clown
Fish,Gregory
Fish,Trinculo
Fish,Moth
Fish,Armado
Fish,Moth
Fish,Petruchio
Fish,Fool
Fish,Gratiano
Fish,AWTEW_Clown
Fish,Pistol
Fish,Benedick
Fish,Touchstone
Fish,Alexas
Fish,Fool
Fish,Hamlet
Fish,Holofernes
Fish,Prospero
Fish,Falstaff
Fish,Petruchio
Fish,Gower
Fish,Caliban
Fish,Biron
Fish,Nestor
Fish,Hamlet
Fish,Polonius
Fish,1st Fisher
Fish,Pericles
Fish,Third Witch
Fish,3rd Fisher
Fish,Coriolanus
Reptiles,Lepidus
Reptiles,AC_Antony
Reptiles,Lepidus
Reptiles,AC_Antony
Reptiles,Othello
Reptiles,Hamlet
Reptiles,Prospero
Reptiles,Romeo
Reptiles,Romeo
Reptiles,Speed
Reptiles,Valentine
Reptiles,Speed
Reptiles,Hamlet
Reptiles,King
Reptiles,Second Witch
Reptiles,Ariel
Reptiles,Titania
Reptiles,Macbeth
Reptiles,Second Witch
Reptiles,Caliban
Reptiles,AYLI_Duke
Reptiles,Othello
Reptiles,Nurse
Reptiles,Juliet
Reptiles,Guiderius
Reptiles,First Witch
Reptiles,Hamlet
Reptiles,Edgar
Reptiles,Second Witch
Reptiles,Lysander
Reptiles,MAAN_Antonio
Reptiles,Countess
Reptiles,JC_Brutus
Reptiles,Cleopatra
Reptiles,Cleopatra
Reptiles,Thersites
Reptiles,Emilia
Reptiles,Aufidius
Reptiles,Ghost
Reptiles,Lear
Reptiles,Lady Macbeth
Reptiles,Caliban
Reptiles,Hermia
Reptiles,JC_Brutus
Reptiles,Hector
Reptiles,Hamlet
Reptiles,Edmund
Reptiles,Second Witch
Reptiles,Oberon
Reptiles,First Fairy
Reptiles,Rosalind
Reptiles,Oliver
Reptiles,Cleopatra
Reptiles,Macbeth
Reptiles,Second Witch
Reptiles,Cornelius
Reptiles,Macbeth
Reptiles,Pandarus
Reptiles,Lodovico
Reptiles,Timon
Reptiles,First Fairy
Reptiles,Rosalind
Reptiles,Katharine
Reptiles,Othello
Reptiles,Hamlet
Reptiles,King
Reptiles,Hamlet
Reptiles,King
Reptiles,Hamlet
Reptiles,Romeo
Reptiles,Lear
Reptiles,Pisanio
Reptiles,Macbeth
Reptiles,Cleopatra
Reptiles,AC_Clown
Reptiles,Cleopatra
Reptiles,First Guard
Reptiles,Othello
Reptiles,Luciana
Reptiles,First Fairy
Reptiles,Luciana
Reptiles,First Fairy
Reptiles,Biron
Reptiles,Jaques
Reptiles,Rosalind
Reptiles,Orlando
Reptiles,Rosalind
Reptiles,Orlando
Reptiles,Rosalind
Reptiles,Nestor
Reptiles,Fool
Reptiles,Lear
Reptiles,Fool
Reptiles,Luciana
Reptiles,Mercutio
Insects,Prospero
Insects,Ariel
Insects,Cassius
Insects,3rd Fisher
Insects,Imogen
Insects,Titania
Insects,Bottom
Insects,Armado
Insects,Lafeu
Insects,Pandarus
Insects,Luciana
Insects,Shylock
Insects,Gower
Insects,Autolycus
Insects,Petruchio
Insects,Katharine
Insects,Petruchio
Insects,Fool
Insects,Titania
Insects,Achilles
Insects,Valeria
Insects,Cominius
Insects,Menenius
Insects,Lear
Insects,Portia
Insects,Desdemona
Insects,Valeria
Insects,Mercutio
Insects,Evans
Insects,Titania
Insects,Ghost
Insects,Pericles
Insects,MFM_Duke
Insects,First Fairy
Insects,Bassanio
Insects,Leontes
Insects,Thersites
Insects,Mercutio
Insects,Ant. S.
Insects,Biron
Insects,Bassanio
Insects,Cleopatra
Insects,Mercutio
Insects,Simonides
Insects,Imogen
Insects,Mamilius
Insects,Petruchio
Insects,Mercutio
Insects,Gower
Insects,Iachimo
Insects,Lady Macbeth
Insects,Isabel
Insects,First Fairy
Insects,Edgar
Insects,Belarius
Insects,Macbeth
Insects,Rosalind
Insects,Autolycus
Insects,Iago
Insects,Cominius
Insects,Marina
Insects,Flavius
Insects,Arviragus
Insects,Titus
Insects,Marcius
Insects,Titus
Insects,Maixus
Insects,Titus
Insects,Lady Macduff
Insects,Son
Insects,Lady Macduff
Insects,Mrs. Ford
Insects,Petruchio
Insects,Mrs. Ford
Insects,Valentine
Insects,Titania
Insects,Lysimachus
Insects,Mercutio
Insects,Mercutio
