origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu
Saint-Louis,France,47.58527778,7.565,19907,Pimbo,43.57583333,-0.377777778,202,France,761,EU
Thann,France,47.80666667,7.104444444,7933,Tonneins,44.38972222,0.308333333,8914,France,647,EU
Eguisheim,France,48.04305556,7.305833333,1743,Hautvillers,49.08416667,3.943611111,765,France,273,EU
Puteaux,France,48.88416667,2.238055556,43891,Braga,41.53333333,-8.416666667,,Portugal,1166,EU
Lectoure,France,43.93444444,0.621111111,3730,Saint-Louis,47.58527778,7.565,19907,France,674,EU
Xanrey,France,48.75083333,6.582222222,116,Voussac,46.32777778,3.062222222,463,France,377,EU
Saint-Louis,France,47.58527778,7.565,19907,Peyrehorade,43.545,-1.1,3612,France,810,EU
Nœux-les-Mines,France,50.47972222,2.664722222,12424,La Clusaz,45.90416667,6.423055556,1792,France,580,EU
Domfront,France,48.59027778,-0.640277778,3687,Seia Municipality,40.41666667,-7.7,,Portugal,1066,EU
Bazeilles,France,49.67722222,4.976388889,2041,Fréjus,43.43305556,6.735555556,53039,France,707,EU
Villemomble,France,48.89027778,2.511111111,29165,Portimão,37.13333333,-8.533333333,,Portugal,1582,EU
Chagny,France,46.91055556,4.753333333,5669,Vila Nova de Cerveira,41.94,-8.744444444,,Portugal,1204,EU
Tourcoing,France,50.7225,3.160277778,93974,Guimarães,41.445,-8.290833333,158124,Portugal,1355,EU
Contrexéville,France,48.18444444,5.895555556,3336,Mealhada,40.38333333,-8.45,,Portugal,1430,EU
Gond-Pontouvre,France,45.66916667,0.166111111,5883,Boticas Municipality,41.6833,-7.66667,,Portugal,770,EU
Villetaneuse,France,48.96444444,2.344166667,12451,Vila Nova de Foz Côa Municipality,41.08333333,-7.133333333,,Portugal,1148,EU
Granville,France,48.83805556,-1.586944444,13104,Sesimbra Municipality,38.43333333,-9.1,,Portugal,1304,EU
Fondettes,France,47.40416667,0.598888889,10193,Constância Municipality,39.48333333,-8.333333333,,Portugal,1137,EU
Le Puy-en-Velay,France,45.04333333,3.885,18619,Mangualde,40.5887,-7.72933,,Portugal,1070,EU
Morlaàs,France,43.34444444,-0.2625,4142,Manteigas Municipality,40.4,-7.533333333,,Portugal,685,EU
La Garenne-Colombes,France,48.905,2.243611111,28498,Valpaços Municipality,41.6,-7.316666667,,Portugal,1103,EU
Dijon,France,47.32305556,5.041944444,153003,Guimarães,41.445,-8.290833333,158124,Portugal,1242,EU
Achères,France,48.96222222,2.068611111,19985,Amarante Municipality,41.26666667,-8.08333333,,Portugal,1166,EU
Corbeil-Essonnes,France,48.61027778,2.474722222,47632,Belinho,41.59055556,-8.784722222,,Portugal,1177,EU
Bayonne,France,43.4925,-1.476388889,47492,Faro,37.01666667,-7.933333333,,Portugal,904,EU
Erstein,France,48.42194444,7.661111111,10916,São João de Loure,40.63472222,-8.537777778,,Portugal,1544,EU
Marmande,France,44.5,0.165277778,18028,Peso da Régua Municipality,41.16666667,-7.783333333,,Portugal,746,EU
Beauvais,France,49.43416667,2.0875,55252,Setúbal,38.52430556,-8.892611111,,Portugal,1494,EU
Gien,France,47.69805556,2.625,14624,Redondo Municipality,38.63333333,-7.533333333,,Portugal,1299,EU
La Rochelle,France,46.15944444,-1.151388889,74344,Santiago de Figueiró,41.30333333,-8.1475,,Portugal,779,EU
Bondy,France,48.90277778,2.483611111,52865,Alcácer do Sal,38.35,-8.483333333,,Portugal,1465,EU
Azay-le-Rideau,France,47.26138889,0.466111111,3414,Nisa Municipality,39.51666667,-7.65,,Portugal,1081,EU
Sartrouville,France,48.94527778,2.17,51599,Paços de Ferreira,41.28333333,-8.383333333,,Portugal,1186,EU
Parthenay,France,46.64861111,-0.246944444,10204,Abrantes Municipality,39.46444444,-8.197819444,,Portugal,1026,EU
Lamballe,France,48.46861111,-2.517777778,12217,Oliveira do Bairro Municipality,40.51666667,-8.5,,Portugal,1003,EU
Achères,France,48.96222222,2.068611111,19985,Amarante Municipality,41.26666667,-8.066666667,,Portugal,1166,EU
Vincennes,France,48.84777778,2.439166667,49695,Tomar,39.6,-8.416666667,,Portugal,1341,EU
Millau,France,44.09777778,3.077777778,22205,Mealhada,40.38333333,-8.45,,Portugal,1034,EU
Hem,France,50.65527778,3.187777778,18721,Aljustrel Municipality,37.91666667,-8.166666667,,Portugal,1676,EU
Dammarie-lès-Lys,France,48.51527778,2.634444444,21094,Arcos de Valdevez,41.85,-8.416666667,,Portugal,1138,EU
Les Clayes-sous-Bois,France,48.82055556,1.983611111,17735,Ponte da Barca Municipality,41.8,-8.416666667,,Portugal,1125,EU
Aubergenville,France,48.95833333,1.855,11576,"Alcobaça, Portugal",39.55,-8.975,55597,Portugal,1353,EU
Fontainebleau,France,48.40888889,2.701666667,14839,Sintra Municipality,38.8355,-9.36061,,Portugal,1437,EU
Saint-Maur-des-Fossés,France,48.8025,2.485555556,74133,Leiria,39.74305556,-8.806944444,14939,Portugal,1347,EU
Brive-la-Gaillarde,France,45.15888889,1.533055556,46794,Guimarães,41.445,-8.290833333,158124,Portugal,895,EU
Houilles,France,48.92555556,2.188333333,32287,Celorico de Basto,41.38333333,-8,,Portugal,1156,EU
Vandœuvre-lès-Nancy,France,48.65611111,6.1675,29836,Ponte de Lima,41.68333333,-8.833333333,,Portugal,1405,EU
Roubaix,France,50.69,3.181666667,95866,Covilhã,40.28333333,-7.516666667,,Portugal,1422,EU
Bourges,France,47.08361111,2.395555556,67189,Aveiro,40.63888889,-8.655277778,73559,Portugal,1138,EU
Lavelanet,France,42.93277778,1.848611111,6312,Melgaço Municipality,42.11666667,-8.266666667,,Portugal,833,EU
Seichamps,France,48.71583333,6.266111111,4855,Paredes,41.2,-8.333333333,,Portugal,1417,EU
Mâcon,France,46.30666667,4.831944444,33350,Santo Tirso Municipality,41.35,-8.483333333,,Portugal,1200,EU
Lesparre-Médoc,France,45.30694444,-0.937777778,5588,Olhão Municipality,37.02777778,-7.838888889,,Portugal,1086,EU
Guérande,France,47.32805556,-2.429166667,15858,Castro Marim Municipality,37.21666667,-7.45,,Portugal,1197,EU
Champigny-sur-Marne,France,48.81722222,2.515555556,75961,Alpiarça,39.26666667,-8.583333333,6000,Portugal,1381,EU
Arcachon,France,44.65861111,-1.168888889,10476,Aveiro,40.63888889,-8.655277778,73559,Portugal,758,EU
Plaisir,France,48.81777778,1.946388889,31753,Moita,38.65,-8.983333333,,Portugal,1428,EU
Joué-lès-Tours,France,47.35055556,0.661666667,37703,Santa Maria da Feira Municipality,40.93333333,-8.533333333,,Portugal,1022,EU
Pont-Sainte-Maxence,France,49.30111111,2.603611111,12637,Felgueiras Municipality,41.36666667,-8.183333333,,Portugal,1218,EU
Ormesson-sur-Marne,France,48.78583333,2.538333333,10016,Penela Municipality,40.03333333,-8.383333333,,Portugal,1301,EU
La Riche,France,47.38916667,0.660555556,10276,Estarreja Municipality,40.75,-8.566666667,,Portugal,1042,EU
Roubaix,France,50.69,3.181666667,95866,Covilhã,40.28333333,-7.5,,Portugal,1422,EU
Mantes-la-Jolie,France,48.99055556,1.716666667,45052,Maia,41.23333333,-8.616666667,120111,Portugal,1182,EU
Orsay,France,48.69805556,2.1875,16153,Vila Nova de Paiva,40.85,-7.733333333,,Portugal,1171,EU
Villecresnes,France,48.72138889,2.534166667,9674,Anadia,40.43333333,-8.433333333,,Portugal,1264,EU
Biarritz,France,43.48055556,-1.557222222,24993,Cascais,38.69694444,-9.420555556,,Portugal,846,EU
Le Cannet,France,43.57611111,7.018611111,43187,Vila do Conde,41.35,-8.75,,Portugal,1315,EU
La Réole,France,44.58106667,-0.041219444,4092,"Oliveira do Douro, Vila Nova de Gaia",41.13277778,-8.5875,,Portugal,795,EU
Mende,France,44.51833333,3.500555556,11679,Vila Real,41.28333333,-7.8,,Portugal,987,EU
Prades,France,42.61722222,2.421944444,5835,Lousã Municipality,40.11666667,-8.25,,Portugal,932,EU
Le Plessis-Trévise,France,48.81111111,2.571666667,19157,Ourém Municipality,39.65,-8.583333333,,Portugal,1349,EU
Lillebonne,France,49.52083333,0.5375,8972,Torres Vedras,39.08333333,-9.266666667,,Portugal,1396,EU
Clamart,France,48.80083333,2.261944444,52203,Penamacor Municipality,40.16666667,-7.166666667,,Portugal,1215,EU
Villejuif,France,48.79388889,2.361111111,57184,Vila Franca de Xira,38.95,-8.983333333,,Portugal,1420,EU
Pithiviers,France,48.17194444,2.251944444,9039,Ovar,40.86666667,-8.633333333,,Portugal,1183,EU
Clichy,France,48.90361111,2.305555556,59255,Santo Tirso Municipality,41.35,-8.483333333,,Portugal,1190,EU
Neuves-Maisons,France,48.61611111,6.103611111,7052,Póvoa de Lanhoso,41.56666667,-8.266666667,,Portugal,1370,EU
Douchy-les-Mines,France,50.30138889,3.393333333,10964,Vila Nova de Poiares,40.21666667,-8.25,,Portugal,1441,EU
Fréhel,France,48.62805556,-2.366111111,1585,Mafra,38.93333333,-9.333333333,,Portugal,1213,EU
Alfortville,France,48.7975,2.424166667,44818,Cantanhede Municipality,40.35,-8.583333333,,Portugal,1279,EU
Contrexéville,France,48.18444444,5.895555556,3336,Luso,40.38333333,-8.366666667,,Portugal,1425,EU
Gond-Pontouvre,France,45.66916667,0.166111111,5883,Boticas Municipality,41.68333333,-7.666666667,,Portugal,770,EU
Les Pavillons-sous-Bois,France,48.90583333,2.510555556,22680,Bragança,41.8,-6.75,,Portugal,1070,EU
Chartres,France,48.44666667,1.488333333,38840,Évora,38.5725,-7.907222222,56596,Portugal,1332,EU
Tulle,France,45.26583333,1.772222222,14323,Lousada,41.28333333,-8.283333333,47130,Portugal,926,EU
Riom,France,45.89361111,3.1125,18675,Viana do Castelo,41.7,-8.833333333,91238,Portugal,1065,EU
Châteauneuf-sur-Loire,France,47.86527778,2.222222222,7906,Amarante Municipality,41.26666667,-8.08333333,,Portugal,1095,EU
Grasse,France,43.65805556,6.925277778,50916,Vila Real,41.28333333,-7.8,,Portugal,1234,EU
Biscarrosse,France,44.39305556,-1.163888889,13983,Pombal Municipality,39.91666667,-8.666666667,,Portugal,793,EU
Compiègne,France,49.41416667,2.822222222,40430,Guimarães,41.445,-8.290833333,158124,Portugal,1237,EU
Perpignan,France,42.6975,2.894722222,120959,Tavira Municipality,37.11666667,-7.65,26167,Portugal,1091,EU
Andrézieux-Bouthéon,France,45.52611111,4.260277778,9844,Maia,41.23333333,-8.616666667,120111,Portugal,1143,EU
Tain-l'Hermitage,France,45.07055556,4.8425,5923,Peso da Régua Municipality,41.16666667,-7.783333333,,Portugal,1111,EU
Pontault-Combault,France,48.79833333,2.605277778,37847,Caminha,41.83333333,-8.833333333,,Portugal,1181,EU
Frontignan,France,43.44722222,3.755555556,22719,Vizela,41.38333333,-8.3,,Portugal,1015,EU
Saint-Étienne,France,45.43388889,4.389722222,172023,Oeiras,38.7,-9.316666667,,Portugal,1354,EU
Villenave-d'Ornon,France,44.77944444,-0.566944444,30663,Torres Vedras,39.08333333,-9.266666667,,Portugal,958,EU
Prades,France,42.61722222,2.421944444,5835,Lousã Municipality,40.1167,-8.25,,Portugal,932,EU
Lourdes,France,43.095,-0.045277778,14644,Fátima,39.62861111,-8.665277778,,Portugal,816,EU
Châteauneuf-sur-Loire,France,47.86527778,2.222222222,7906,Amarante Municipality,41.26666667,-8.066666667,,Portugal,1095,EU
Mérignac,France,44.8425,-0.645,68386,Matosinhos,41.18333333,-8.7,,Portugal,770,EU
Montereau-Fault-Yonne,France,48.38305556,2.948055556,17173,Paredes,41.2,-8.333333333,,Portugal,1194,EU
Pau,France,43.30083333,-0.37,77575,Setúbal,38.52430556,-8.892611111,,Portugal,891,EU
Le Puy-en-Velay,France,45.04333333,3.885,18619,Mangualde,40.6,-7.766666667,,Portugal,1070,EU
Vierzon,France,47.22194444,2.068333333,27113,Barcelos Municipality,41.53333333,-8.616666667,,Portugal,1057,EU
Nogent-sur-Marne,France,48.83666667,2.4825,31367,Nazaré,39.6,-9.066666667,,Portugal,1376,EU
Feyzin,France,45.67277778,4.858888889,9377,Gondomar,41.15,-8.533333333,171881,Portugal,1191,EU
Saint-Flour,France,45.03361111,3.092777778,6626,Orléans,47.90222222,1.904166667,114977,France,332,EU
Dourdan,France,48.52888889,2.010833333,10342,Great Dunmow,51.873,0.3617,,United Kingdom,390,EU
Saint-Cloud,France,48.84638889,2.215277778,29194,Windsor and Maidenhead,51.46666667,-0.666666667,147700,United Kingdom,356,EU
Voussac,France,46.32777778,3.062222222,463,Xanrey,48.75083333,6.582222222,116,France,377,EU
Rueil-Malmaison,France,48.87777778,2.188333333,79762,Elmbridge,51.37,-0.3618,132700,United Kingdom,331,EU
Dinard,France,48.6325,-2.061666667,9846,Newquay,50.412,-5.0757,,United Kingdom,294,EU
Le Touquet-Paris-Plage,France,50.52333333,1.585277778,4588,Witney,51.78,-1.49,,United Kingdom,256,EU
Auray,France,47.66777778,-2.9825,12946,Ussel,45.54805556,2.309166667,9702,France,468,EU
Thury-Harcourt,France,48.98388889,-0.474166667,2022,La Flèche,47.69972222,-0.076111111,14992,France,146,EU
Villers-Bocage,France,49.07888889,-0.656388889,3120,Bampton,50.98973889,-3.486011111,,United Kingdom,293,EU
Nouméa,France,-22.26666667,166.45,99926,Nice,43.70194444,7.268333333,342295,France,16958,EU
Trappes,France,48.77666667,2.001666667,30979,Congleton,53.162,-2.217,,United Kingdom,570,EU
Les Abymes,France,16.27055556,-61.50472222,57960,Créteil,48.77777778,2.453055556,89989,France,6756,EU
Halluin,France,50.78277778,3.124722222,20915,North Tyneside,55.0123,-1.5456,202500,United Kingdom,565,EU
La Roche-sur-Yon,France,46.66972222,-1.427777778,52732,Coleraine,55.133,-6.661,,United Kingdom,1009,EU
Agen,France,44.20305556,0.618611111,34344,Llanelli,51.68333333,-4.15,,United Kingdom,904,EU
Bray-et-Lû,France,49.13944444,1.661111111,959,Wilmington,51.4309,0.1876,,United Kingdom,275,EU
Punaauia,France,-17.60055556,-149.6094444,27613,Dumbéa,-22.15,166.45,31812,France,4607,EU
Bourg-de-Péage,France,45.03777778,5.05,10137,East Grinstead,51.129,-0.007,,United Kingdom,774,EU
Bouillante,France,16.1325,-61.76972222,7446,Marlenheim,48.62277778,7.493055556,4005,France,7152,EU
Plouzané,France,48.38,-4.600555556,12175,Pencoed,51.5104,-3.3094,,United Kingdom,360,EU
Saint-Denis,France,-20.87888889,55.44805556,142442,Nice,43.70194444,7.268333333,342295,France,8697,EU
Châtellerault,France,46.81694444,0.545277778,31262,Corby,52.49138889,-0.696388889,,United Kingdom,637,EU
Dinard,France,48.6325,-2.061666667,9839,Newquay,50.412,-5.0757,,United Kingdom,294,EU
Janaillat,France,46.05666667,1.745555556,343,Ennery,49.22611111,6.216666667,1938,France,486,EU
Paimpol,France,48.77777778,-3.046388889,7298,Romsey,50.989,-1.4966,,United Kingdom,270,EU
Papeete,France,-17.53972222,-149.5688889,25769,Nice,43.70194444,7.268333333,342295,France,16384,EU
Melun,France,48.53972222,2.659166667,40066,Spelthorne,51.43333333,-0.5,98500,United Kingdom,393,EU
Romilly-sur-Seine,France,48.51583333,3.726666667,14352,Milford Haven,51.71418056,-5.042738889,,United Kingdom,719,EU
Perros-Guirec,France,48.81333333,-3.443333333,7312,Barr,48.40805556,7.449722222,7137,France,801,EU
Nice,France,43.70194444,7.268333333,342295,Papeete,-17.53972222,-149.5688889,25769,France,16384,EU
Ussel,France,45.54805556,2.309166667,9702,Auray,47.66777778,-2.9825,12946,France,468,EU
Val-de-Reuil,France,49.27444444,1.210277778,12969,Workington,54.6365,-3.5549,,United Kingdom,679,EU
Échirolles,France,45.14277778,5.717777778,35684,Kimberley,52.9974,-1.2512,,United Kingdom,1009,EU
Soyaux,France,45.64027778,0.197777778,9366,Monifieth,56.481,-2.82,,United Kingdom,1223,EU
Fréjus,France,43.43305556,6.735555556,53039,Dumbéa,-22.15,166.45,31812,France,16999,EU
Voiron,France,45.36333333,5.59,19988,Droitwich Spa,52.267,-2.153,,United Kingdom,953,EU
Dole,France,47.09222222,5.489722222,23312,Northwich,53.259,-2.518,,United Kingdom,891,EU
Rambouillet,France,48.64361111,1.83,25926,Lavenham,52.1076,0.795438889,,United Kingdom,392,EU
Mantes-la-Ville,France,48.97416667,1.710833333,20251,Chigwell,51.6225,0.072269444,,United Kingdom,317,EU
Eaubonne,France,48.99138889,2.279722222,24606,Matlock,53.14,-1.55,,United Kingdom,533,EU
La Clusaz,France,45.90416667,6.423055556,1792,Carnac,47.58472222,-3.077777778,4183,France,747,EU
Le Vésinet,France,48.89388889,2.132222222,15847,Worcester,52.19111111,-2.222222222,100842,United Kingdom,478,EU
Neuilly-sur-Seine,France,48.88722222,2.2675,62075,Windsor and Maidenhead,51.46666667,-0.666666667,147700,United Kingdom,355,EU
Champtoceaux,France,47.33694444,-1.266666667,2413,Verwood,50.8817,-1.88,,United Kingdom,397,EU
Cusset,France,46.13444444,3.456388889,13545,Allier,46.33333333,3.166666667,342729,France,31,EU
Saint-Pol-sur-Ternoise,France,50.37916667,2.334722222,5081,Hebden Royd,53.71296389,-2.001913889,,United Kingdom,475,EU
Le Puy-en-Velay,France,45.04333333,3.885,18619,Tonbridge,51.19583333,0.275,,United Kingdom,734,EU
Triel-sur-Seine,France,48.98083333,2.006111111,11572,Leatherhead,51.2951,-0.3289,11316,United Kingdom,306,EU
Roncq,France,50.75361111,3.120277778,13524,Todmorden,53.713,-2.096,,United Kingdom,484,EU
Quiberon,France,47.48333333,-3.120555556,4987,Josselin,47.95583333,-2.548333333,2471,France,68,EU
Chartres-de-Bretagne,France,48.03944444,-1.703888889,7395,Chartres,48.44666667,1.488333333,38840,France,241,EU
Montigny-le-Bretonneux,France,48.77055556,2.0325,277,Denton,53.4554,-2.1122,,United Kingdom,596,EU
Bessières,France,43.80055556,1.605833333,3625,Dumbéa,-22.15,166.45,31812,France,17233,EU
Coquelles,France,50.935,1.799166667,2386,Leers,50.68166667,3.243888889,9456,France,105,EU
Créteil,France,48.77777778,2.453055556,89989,Les Abymes,16.27055556,-61.50472222,57960,France,6756,EU
Metz,France,49.11972222,6.176944444,117619,Saint-Denis,-20.87888889,55.44805556,142442,France,9180,EU
Cassis,France,43.21555556,5.537222222,7446,Burnham-on-Sea,51.2376,-2.9935,,United Kingdom,1099,EU
Villeneuve-sur-Yonne,France,48.08138889,3.296666667,5338,"Collingham, Nottinghamshire",53.14777778,-0.759166667,,United Kingdom,632,EU
Creil,France,49.25777778,2.482777778,34262,Pendle,53.86666667,-2.166666667,90100,United Kingdom,605,EU
Guérande,France,47.32805556,-2.429166667,15858,Dolgellau,52.74297222,-3.88375,,United Kingdom,611,EU
Cergy,France,49.05222222,2.036111111,62979,West Lancashire,53.562,-2.827,112700,United Kingdom,604,EU
Nice,France,43.70194444,7.268333333,342295,Saint-Denis,-20.87888889,55.44805556,142442,France,8697,EU
Pont-l'Évêque,France,49.28555556,0.183888889,4534,Ottery St Mary,50.752,-3.279,,United Kingdom,296,EU
Oignies,France,50.46916667,2.993611111,9712,Buxton,53.259,-1.911,,United Kingdom,458,EU
Malaunay,France,49.52611111,1.040277778,5921,"Sandy, Bedfordshire",52.131,-0.297,,United Kingdom,304,EU
Villebon-sur-Yvette,France,48.7,2.227777778,10344,Whitnash,52.268,-1.524,,United Kingdom,477,EU
Château-Gontier,France,47.82861111,-0.702777778,11582,Frome,51.2279,-2.3215,,United Kingdom,396,EU
Nogent-le-Rotrou,France,48.32166667,0.821666667,10496,Midhurst,50.985,-0.74,,United Kingdom,317,EU
Bernay,France,49.08861111,0.598333333,10275,Haslemere,51.0899,-0.7117,,United Kingdom,241,EU
Pontivy,France,48.06861111,-2.962777778,13915,Tavistock,50.545,-4.15,11018,United Kingdom,288,EU
Épinay-sur-Seine,France,48.95472222,2.308333333,54857,South Tyneside,54.959,-1.438,148700,United Kingdom,715,EU
Saint-Denis,France,-20.87888889,55.44805556,142442,Metz,49.11972222,6.176944444,117619,France,9180,EU
Ivry-sur-Seine,France,48.81388889,2.387777778,58933,Wear Valley,54.716,-1.925,,United Kingdom,720,EU
Alençon,France,48.42972222,0.091944444,26350,Crynant,51.728,-3.747,,United Kingdom,458,EU
Maurepas,France,48.76277778,1.945555556,18827,Waterlooville,50.88,-1.03,,United Kingdom,318,EU
Pithiviers,France,48.17194444,2.251944444,9039,Ashby-de-la-Zouch,52.746,-1.476,,United Kingdom,573,EU
Plouzané,France,48.38,-4.600555556,12175,Pencoed,51.5228,-3.50474,,United Kingdom,360,EU
Vandœuvre-lès-Nancy,France,48.65611111,6.1675,29836,Gedling,52.97531,-1.07597,115900,United Kingdom,699,EU
Le Grand-Bornand,France,45.94194444,6.425277778,2195,Quiberon,47.48333333,-3.120555556,4987,France,747,EU
Condé-sur-Noireau,France,48.85083333,-0.55,5244,Ross-on-Wye,51.91388889,-2.586944444,,United Kingdom,370,EU
Villenave-d'Ornon,France,44.77944444,-0.566944444,30663,Bridgend County Borough,51.50666667,-3.579444444,,United Kingdom,780,EU
Domont,France,49.0275,2.326666667,15339,Shepshed,52.7711,-1.2951,,United Kingdom,487,EU
Plérin,France,48.53444444,-2.770833333,14394,Cookstown,54.647,-6.745,,United Kingdom,733,EU
Josselin,France,47.95583333,-2.548333333,2471,Quiberon,47.48333333,-3.120555556,4987,France,68,EU
Coulommiers,France,48.81555556,3.083611111,14725,Leighton Buzzard,51.9165,-0.6617,,United Kingdom,435,EU
Aubergenville,France,48.95833333,1.855,11576,Horndean,50.91363056,-0.996119444,,United Kingdom,298,EU
Locminé,France,47.88666667,-2.835833333,4116,Pontardawe,51.7203,-3.8534,,United Kingdom,432,EU
Nevers,France,46.9925,3.156666667,34841,Charleville-Mézières,49.76,4.719444444,48991,France,329,EU
Gouesnou,France,48.45361111,-4.464444444,5845,Reichstett,48.64583333,7.752222222,4407,France,898,EU
Royan,France,45.62305556,-1.043055556,18138,Gosport,50.79508889,-1.124236111,,United Kingdom,575,EU
Noisy-le-Sec,France,48.89083333,2.453611111,41125,South Tyneside,54.959,-1.438,148700,United Kingdom,725,EU
Nice,France,43.70194444,7.268333333,342295,Nouméa,-22.26666667,166.45,99926,France,16958,EU
Bénodet,France,47.87666667,-4.112777778,3442,Torpoint,50.376,-4.205,,United Kingdom,278,EU
Vimoutiers,France,48.9275,0.197777778,3569,Fordingbridge,50.9275,-1.7901,,United Kingdom,264,EU
Ennery,France,49.07444444,2.106111111,2377,Ennery,49.22611111,6.216666667,1938,France,299,EU
Saint-Chéron,France,48.55361111,2.124722222,4849,Rotherfield,51.04,0.22,,United Kingdom,308,EU
Cilaos,France,-21.13527778,55.47111111,5386,Chamonix-Mont-Blanc,45.92222222,6.868888889,8897,France,8919,EU
Pontoise,France,49.05083333,2.100833333,29766,Sevenoaks,51.2781,0.1874,,United Kingdom,283,EU
Aunay-sur-Odon,France,49.02027778,-0.631944444,3275,Holsworthy,50.8167,-4.35,,United Kingdom,333,EU
Les Pavillons-sous-Bois,France,48.90583333,2.510555556,22680,Brackley,52.032,-1.147,,United Kingdom,433,EU
Trouville-sur-Mer,France,49.3675,0.081666667,4728,Barnstaple,51.0823,-4.0489,,United Kingdom,350,EU
Villeneuve-le-Roi,France,48.73444444,2.410833333,20481,Stourport-on-Severn,52.34181944,-2.276238889,,United Kingdom,520,EU
Lillebonne,France,49.52083333,0.5375,8972,Wellington,50.9755,-3.2243,,United Kingdom,313,EU
Saint-Pol-sur-Ternoise,France,50.37916667,2.334722222,5081,Hebden Bridge,53.742,-2.009,,United Kingdom,477,EU
Yvetot,France,49.61694444,0.753055556,11849,Lanark,55.6749,-3.77702,,United Kingdom,739,EU
Chaumont,France,48.11083333,5.138611111,22560,Ashton-under-Lyne,53.4941,-2.1032,,United Kingdom,785,EU
Bondues,France,50.70166667,3.093333333,9904,Haywards Heath,51.0048,-0.0979,,United Kingdom,227,EU
Wimereux,France,50.76972222,1.61,7010,Herne Bay,51.3706,1.127,,United Kingdom,75,EU
Saint-Thégonnec,France,48.52111111,-3.946666667,2666,"Silverton, Devon",50.816,-3.484,,United Kingdom,257,EU
Faches-Thumesnil,France,50.59888889,3.073611111,17497,St Neots,52.23,-0.26,,United Kingdom,294,EU
Le Grand-Quevilly,France,49.40638889,1.052222222,24967,Hinckley,52.5413,-1.3725,,United Kingdom,388,EU
Seclin,France,50.54833333,3.029444444,12571,Larkhall,55.737,-3.972,,United Kingdom,741,EU
Arpajon-sur-Cère,France,44.90388889,2.456666667,6215,Bassetlaw,53.4,-0.95,114500,United Kingdom,976,EU
Mably,France,46.08583333,4.064722222,7673,Wantage,51.589,-1.427,,United Kingdom,732,EU
Contrexéville,France,48.18444444,5.895555556,3336,Llandrindod Wells,52.24353889,-3.385469444,,United Kingdom,799,EU
Clermont,France,49.37888889,2.4125,10714,Sudbury,52.0417,0.72815,,United Kingdom,319,EU
Plaisir,France,48.81777778,1.946388889,31753,Lowestoft,52.48,1.75,,United Kingdom,407,EU
Bagneux,France,48.79777778,2.3125,38520,Neath Port Talbot County Borough,51.64555556,-3.745,,United Kingdom,534,EU
Épinay-sous-Sénart,France,48.69305556,2.515833333,12565,Peacehaven,50.8,0,,United Kingdom,296,EU
Hennebont,France,47.80416667,-3.278888889,15765,Mumbles,51.573,-3.9992,,United Kingdom,422,EU
Belfort,France,47.6375,6.862777778,114077,Stafford,52.8066,-2.1171,,United Kingdom,858,EU
Dinan,France,48.45555556,-2.050277778,10940,Exmouth,50.62,-3.413,,United Kingdom,260,EU
Vitré,France,48.12333333,-1.209444444,17463,Lymington,50.75,-1.55,,United Kingdom,293,EU
Gien,France,47.69805556,2.625,14624,Malmesbury,51.5848,-2.0996,,United Kingdom,550,EU
Le Relecq-Kerhuon,France,48.40861111,-4.396944444,11323,Bodmin,50.466,-4.718,,United Kingdom,230,EU
Auxerre,France,47.7975,3.566944444,34869,Redditch,52.306944,-1.949167,,United Kingdom,637,EU
Gravelines,France,50.98638889,2.1275,11638,Dartford,51.45,0.216666667,,United Kingdom,143,EU
Lisieux,France,49.14555556,0.225555556,21132,Taunton,51.01916667,-3.1,,United Kingdom,316,EU
Bourgoin-Jallieu,France,45.59083333,5.279166667,27163,Dunstable,51.886,-0.52102,,United Kingdom,818,EU
Clermont-l'Hérault,France,43.62722222,3.432222222,8322,Patchway,51.5314,-2.5879,,United Kingdom,987,EU
Vannes,France,47.655,-2.761666667,53032,Fareham,50.85,-1.18,,United Kingdom,373,EU
Soliers,France,49.13472222,-0.295277778,2164,Ipplepen,50.489,-3.642,,United Kingdom,283,EU
Vert-le-Grand,France,48.57222222,2.357777778,2389,Wingham,51.2724,1.2171,,United Kingdom,311,EU
Vaujours,France,48.93388889,2.571944444,6828,Tamworth,52.633,-1.695,,United Kingdom,509,EU
Royat,France,45.765,3.05,4688,Abertillery,51.73,-3.13,,United Kingdom,803,EU
Wattignies,France,50.585,3.043055556,14179,Broadstairs,51.35888056,1.439438889,,United Kingdom,141,EU
Conflans-Sainte-Honorine,France,48.99722222,2.094444444,35213,Ramsgate,51.34391111,1.404030556,,United Kingdom,266,EU
Saint-Lô,France,49.11444444,-1.091666667,18874,Christchurch,50.73,-1.78,,United Kingdom,186,EU
Bron,France,45.73861111,4.913055556,38746,Cumbernauld,55.94,-3.98,,United Kingdom,1292,EU
