origincityLabel	origincountry	originlat	originlong	originpopulation	sistercityLabel	destinationlat	destinationlong	destinationpopulation	destination_countryLabel	dist	eu
Targovishte	Bulgaria	43.246666666667	26.571944444444	37642	Santa Maria da Feira Municipality	40.933333333333	-8.5333333333333		Portugal	2887	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Sesimbra Municipality	38.433333333333	-9.1		Portugal	2938	EU
Svishtov	Bulgaria	43.618611111111	25.343888888889	31418	Barcelos Municipality	41.533333333333	-8.6166666666667		Portugal	2771	EU
Razgrad	Bulgaria	43.526666666667	26.524166666667	35007	Călărași	44.2	27.333333333333	65181	Romania	99	EU
Dobrich	Bulgaria	43.566666666667	27.833333333333	91030	Constanța	44.173333333333	28.638333333333	283872	Romania	93	EU
Gabrovo	Bulgaria	42.871111111111	25.315	58950	Sisak	45.487777777778	16.374166666667		Croatia	769	EU
Smolyan	Bulgaria	41.575277777778	24.712777777778	30507	Suhl	50.610555555556	10.693055555556	36208	Germany	1471	EU
Lovech	Bulgaria	43.134166666667	24.717222222222	39316	Laval	48.072777777778	-0.77	50479	France	2047	EU
Kazanlak	Bulgaria	42.616666666667	25.4	50000	Les Gras	46.994722222222	6.5444444444444	803	France	1561	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Marsaskala	35.8625	14.5675	12134	Malta	1218	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Bad Kötzting	49.176944444444	12.855	6805	Germany	1199	EU
Sliven	Bulgaria	42.680833333333	26.316388888889	89848	Alba Iulia	46.076388888889	23.572777777778	63536	Romania	436	EU
Vratsa	Bulgaria	43.2	23.55	60877	Villeneuve-le-Roi	48.734444444444	2.4108333333333	20481	France	1739	EU
Panagyurishte	Bulgaria	42.504722222222	24.189166666667	18487	Aue	50.58805556	12.70055556	16349	Germany	1254	EU
Varna	Bulgaria	43.207777777778	27.916944444444	348058	Washington	54.9	-1.52		United Kingdom	2481	EU
Haskovo	Bulgaria	41.931111111111	25.5575	76587	Leicester	52.633333333333	-1.1333333333333		United Kingdom	2319	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Sušice	49.231161465796	13.520207848015	11127	Czech Republic	1161	EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Ljubljana	46.05	14.516666666667	287000	Slovenia	777	EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Pardubice	50.016666666667	15.766666666667	90044	Czech Republic	994	EU
Melnik, Bulgaria	Bulgaria	41.523333333333	23.390833333333	274	Mělník	50.35057067972	14.474193495734	19295	Czech Republic	1198	EU
Yambol	Bulgaria	42.484444444444	26.508611111111	79771	Târgu Jiu	45.034166666667	23.274722222222	82504	Romania	384	EU
General Toshevo	Bulgaria	43.700555555556	28.036666666667	6835	Mangalia	43.817222222222	28.582777777778	36364	Romania	46	EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Berlin	52.516666666667	13.383333333333	3469849	Germany	1319	EU
Blagoevgrad	Bulgaria	42.021944444444	23.0975	76811	Žilina	49.216666666667	18.733333333333		Slovakia	869	EU
Montana	Bulgaria	43.407777777778	23.225	44502	Banská Bystrica	48.735555555556	19.145277777778		Slovakia	671	EU
Targovishte	Bulgaria	43.246666666667	26.571944444444	37642	Târgoviște	44.924166666667	25.456666666667	79610	Romania	207	EU
Targovishte	Bulgaria	43.246666666667	26.571944444444	37642	Cottbus	51.760555555556	14.334166666667	99595	Germany	1316	EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	London	51.507222222222	-0.1275	8416535	United Kingdom	2015	EU
Balchik	Bulgaria	43.407777777778	28.162222222222	12913	Bran	45.516111	25.369444	5181	Romania	323	EU
Haskovo	Bulgaria	41.931111111111	25.5575	76587	Koblenz	50.359722222222	7.5977777777778	112586	Germany	1664	EU
Gabrovo	Bulgaria	42.871111111111	25.315	58950	Mittweida	50.985555555556	12.981111111111	16619	Germany	1297	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Agros	34.916666666667	33.016666666667	806	Cyprus	1097	EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Prague	50.088611111111	14.421388888889	1280508	Czech Republic	1067	EU
Varna	Bulgaria	43.207777777778	27.916944444444	348058	Liverpool	53.416666666667	-3	466415	United Kingdom	2526	EU
Vratsa	Bulgaria	43.2	23.55	60877	Craiova	44.333333333333	23.816666666667	269506	Romania	128	EU
Varna	Bulgaria	43.207777777778	27.916944444444	348058	Hamburg	53.55	10	1787408	Germany	1744	EU
Razgrad	Bulgaria	43.526666666667	26.524166666667	35007	Wittenberge	53	11.75		Germany	1513	EU
Silistra	Bulgaria	44.118611111111	27.260277777778	35230	Dresden	51.033333333333	13.733333333333	531982	Germany	1270	EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Bratislava	48.144722222222	17.112777777778	625167	Slovakia	775	EU
Sliven	Bulgaria	42.680833333333	26.316388888889	89848	Gera	50.880555555556	12.083333333333	96011	Germany	1412	EU
Targovishte	Bulgaria	43.246666666667	26.571944444444	37642	Suresnes	48.871111111111	2.2269444444444	48066	France	1970	EU
Veliko Tarnovo	Bulgaria	43.082222222222	25.631666666667	71150	Tarxien	35.865	14.511111111111	8583	Malta	1245	EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Split	43.51	16.45	178102	Croatia	544	EU
Kavarna	Bulgaria	43.433333333333	28.338888888889	11888	Michalovce	48.7575	21.918333333333	39719	Slovakia	771	EU
Tryavna	Bulgaria	42.866666666667	25.491944444444	9831	Sigulda	57.153888888889	24.854444444444	11821	Latvia	1589	EU
Plovdiv	Bulgaria	42.143333333333	24.748888888889	333206	Brno	49.195277777778	16.608333333333	377973	Czech Republic	1006	EU
Shumen	Bulgaria	43.27	26.924444444444	80511	Mâcon	46.306666666667	4.8319444444444	33350	France	1770	EU
Dobrich	Bulgaria	43.566666666667	27.833333333333	91030	Izmail	45.35	28.833333333333		Ukraine	214	Non-EU
Nova Zagora	Bulgaria	42.490277777778	26.012222222222	23949	Taraclia	45.9	28.668888888889	14900	Moldova	434	Non-EU
Gabrovo	Bulgaria	42.871111111111	25.315	58950	Chernihiv	51.5	31.3	299609	Ukraine	1060	Non-EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Moscow	55.755833333333	37.617777777778	12380664	Russia	1777	Non-EU
Sevlievo	Bulgaria	43.025833333333	25.103888888889	24065	Gevgelija	41.139166666667	22.5025		Republic of Macedonia	300	Non-EU
Plovdiv	Bulgaria	42.143333333333	24.748888888889	333206	Kumanovo	42.140277777778	21.713611111111	105484	Republic of Macedonia	250	Non-EU
Nesebar	Bulgaria	42.660833333333	27.713888888889	13866	Kotor	42.42539	18.771191		Montenegro	733	Non-EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Kavadarci	41.432777777778	22.011666666667		Republic of Macedonia	156	Non-EU
Yambol	Bulgaria	42.484444444444	26.508611111111	79771	Berdiansk	46.759787424073	36.784501356212	115110	Ukraine	941	Non-EU
Shumen	Bulgaria	43.27	26.924444444444	80511	Kherson	46.633333333333	32.6		Ukraine	582	Non-EU
Burgas	Bulgaria	42.5	27.466666666667	206371	Gomel	52.441666666667	30.983333333333	527172	Belarus	1136	Non-EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Kyiv	50.45	30.523611111111	2907684	Ukraine	1021	Non-EU
Montana	Bulgaria	43.407777777778	23.225	44502	Zhytomyr	50.254444444444	28.657777777778		Ukraine	866	Non-EU
Plovdiv	Bulgaria	42.143333333333	24.748888888889	333206	Ohrid	41.116944444444	20.801944444444		Republic of Macedonia	347	Non-EU
Gabrovo	Bulgaria	42.871111111111	25.315	58950	Mytishchi	55.916666666667	37.733333333333	205397	Russia	1701	Non-EU
Dobrich	Bulgaria	43.566666666667	27.833333333333	91030	Kavadarci	41.432777777778	22.011666666667		Republic of Macedonia	533	Non-EU
Kavarna	Bulgaria	43.433333333333	28.338888888889	11888	Podolsk	55.429722222222	37.544444444444	293765	Russia	1488	Non-EU
Pazardzhik	Bulgaria	42.189166666667	24.331666666667	71979	Aerodrom Municipality	41.985573	21.449066		Republic of Macedonia	239	Non-EU
Pazardzhik	Bulgaria	42.189166666667	24.331666666667	71979	Aerodrom Municipality	41.985573	21.449066		Republic of Macedonia	241	Non-EU
Pleven	Bulgaria	43.407777777778	24.620277777778	110520	Brest	52.133333333333	23.666666666667	335645	Belarus	973	Non-EU
Lovech	Bulgaria	43.134166666667	24.717222222222	39316	Berat	40.704939	19.949673	36496	Albania	478	Non-EU
Svishtov	Bulgaria	43.618611111111	25.343888888889	31418	Kremenchuk	49.0775	33.423888888889	225216	Ukraine	867	Non-EU
Burgas	Bulgaria	42.5	27.466666666667	206371	Krasnodar	45.033333333333	38.983333333333	881476	Russia	966	Non-EU
Targovishte	Bulgaria	43.246666666667	26.571944444444	37642	Smolensk	54.782777777778	32.045277777778	328906	Russia	1342	Non-EU
Gabrovo	Bulgaria	42.871111111111	25.315	58950	Mogilyov	53.916666666667	30.35	370712	Belarus	1282	Non-EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Rožaje	42.844227777778	20.167877777778		Montenegro	235	Non-EU
Vidin	Bulgaria	43.985277777778	22.876388888889	54879	Rivne	50.619722222222	26.251388888889		Ukraine	780	Non-EU
Plovdiv	Bulgaria	42.143333333333	24.748888888889	333206	Saint Petersburg	59.95	30.316666666667	5281579	Russia	2016	Non-EU
Nesebar	Bulgaria	42.660833333333	27.713888888889	13866	Ohrid	41.116944444444	20.801944444444		Republic of Macedonia	597	Non-EU
Vratsa	Bulgaria	43.2	23.55	60877	Sumy	50.906799260254	34.799235424162	270870	Ukraine	1206	Non-EU
Burgas	Bulgaria	42.5	27.466666666667	206371	Omsk	54.966666666667	73.383333333333	1178391	Russia	3563	Non-EU
Pernik	Bulgaria	42.609722222222	23.030833333333	75191	Orsha	54.509166666667	30.425833333333	116936	Belarus	1429	Non-EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Tirana	41.33	19.82	418495	Albania	328	Non-EU
Dupnitsa	Bulgaria	42.265	23.117777777778	43791	Bryansk	53.25	34.366666666667	405921	Russia	1479	Non-EU
Lovech	Bulgaria	43.134166666667	24.717222222222	39316	Syktyvkar	61.666666666667	50.816666666667	245313	Russia	2680	Non-EU
Karlovo	Bulgaria	42.643034	24.805346	27659	Baranovichi	53.116666666667	25.983333333333	178678	Belarus	1168	Non-EU
Pleven	Bulgaria	43.407777777778	24.620277777778	110520	Bitola	41.031944444444	21.334722222222	74550	Republic of Macedonia	378	Non-EU
Pleven	Bulgaria	43.407777777778	24.620277777778	110520	Rostov-on-Don	47.233333333333	39.716666666667	1119875	Russia	1252	Non-EU
Nesebar	Bulgaria	42.660833333333	27.713888888889	13866	Saint Petersburg	59.95	30.316666666667	5281579	Russia	1931	Non-EU
Sofia	Bulgaria	42.7	23.333333333333	1286383	Saint Petersburg	59.95	30.316666666667	5281579	Russia	1976	Non-EU
